label,comment,tokens
0.0,là bao cao su,là bao cao_su
0.0,cách để thoát ra viện tâm thần hãy tỏ ra bình thường không la hét trả lời câu hỏi khảo sát khi nào bọn họ thấy bạn là người bình thường là họ hả,cách để thoát ra viện tâm_thần hãy tỏ ra bình_thường không la_hét trả_lời câu hỏi khảo_sát khi nào bọn họ thấy bạn là người bình_thường là họ hả
0.0,ngoại tình dù gì cũng là sai hãy nghe để nhận biết và tránh xa người tình nhé,ngoại_tình dù gì cũng là sai hãy nghe để nhận_biết và tránh xa người_tình nhé
0.0,livestream lai sờ chim,livestream lai_sờ chim
0.0,gù lưng là sát chống,gù lưng là sát chống
0.0,còn mỗi vợ chồng đêm tân hôn nx là xong rồi,còn mỗi vợ_chồng đêm tân_hôn_nx là xong rồi
0.0,dạo này gấu ra mấy vid nó cứ dở í nên dạo này ít xem gấu,dạo này gấu ra mấy vid nó cứ dở_í nên dạo này ít xem gấu
0.0,pr cho fpt sao lại nói mạng chữ,pr cho fpt sao lại nói mạng chữ
0.0,nhìn thg chạy ra sương mù mà thấy thương á,nhìn thg chạy ra sương_mù mà thấy thương_á
0.0,nước mỹ đầy rẫy xấu xa nhưng lại chê triều tiên vì triều tiên chống mỹ kiên quyêt nhất,nước mỹ đầy_rẫy xấu_xa nhưng lại chê triều_tiên vì triều_tiên chống mỹ kiên_quyêt nhất
0.0,mình like và đăng kí rùi đóa mong bạn rep,mình like và đăng_kí rùi đóa mong bạn rep
0.0,thiếu sư phạm kỹ thuật nhé,thiếu sư_phạm kỹ_thuật nhé
0.0,mỹ nga bắt tay nhau không nước nào dám chống lại,mỹ_nga bắt_tay nhau không nước nào dám chống lại
0.0,nói đụng đến tình cảm của quần chúng công chúng với lãnh tụ tối cao thủ tiêu bí mật không cần phải ra pháp trường đơn giản là thuốc độc,nói đụng đến tình_cảm của quần_chúng công_chúng với lãnh_tụ tối_cao_thủ_tiêu bí_mật không cần phải ra pháp_trường đơn_giản là thuốc_độc
0.0,trung quô chị la mô t loa i vô liêm si nhâ t trong thê giơ i loa i ngươ i,trung_quô chị la_mô t loa i vô_liêm si_nhâ t trong thê_giơ i loa i ngươ i
0.0,có khi số phận bắt việt nam phải thua indo ngày hôm qua,có_khi số_phận bắt việt_nam phải thua indo ngày hôm_qua
0.0,lúc đầu dự đoán ars vô địch và giờ dự đoán real đi tiếp,lúc đầu dự_đoán ars vô_địch và giờ dự_đoán real đi tiếp
0.0,chạy ngay đi,chạy ngay đi
0.0,sắp thi cuối kỳ,sắp thi cuối kỳ
0.0,combo skoncare này nam có dùng được hong chị yêu,combo skoncare này nam có dùng được hong chị yêu
0.0,bằng tuổi t luôn,bằng tuổi t luôn
0.0,tôi tưởng bánh mì của nước việt nam mình là bản gốc,tôi tưởng bánh_mì của nước việt_nam mình là bản_gốc
0.0,ước mơ tôi,ước_mơ tôi
0.0,lá cờ việt nam xuất hiện trên quảng cáo của mỹ kìa,lá cờ việt_nam xuất_hiện trên quảng_cáo của mỹ_kìa
0.0,giọng đọc nghe dễ chịu thật,giọng đọc nghe dễ_chịu thật
0.0,why thai use china panda bear because it is pro china,why thai use china panda bear because it is pro china
0.0,aof lốp xe chất lượng nhất cho những ai aim neu ngành hot,aof lốp xe chất_lượng nhất cho những_ai aim neu ngành hot
0.0,chính trị,chính_trị
0.0,v to hi,v to hi
0.0,bớt mong cầu bớt tránh né có kinh nghiệm đối ứng và trí tuệ tự tin và có sức chịu đựng hài lòng với những thứ mình đang có,bớt mong cầu bớt tránh_né có kinh_nghiệm đối_ứng và trí_tuệ tự_tin và có sức chịu_đựng hài_lòng với những thứ mình đang có
0.0,đoạn cuối là ý gì v mọi người tui không hiểu,đoạn cuối là ý gì v mọi người tui không hiểu
0.0,cơ sở tư thục luôn xảy ra tình trạng này nhà nước thiếu kiểm tra,cơ_sở tư_thục luôn xảy ra tình_trạng này nhà_nước thiếu kiểm_tra
0.0,nữ ngu zl,nữ ngu zl
0.0,tài ăn tài giết người,tài ăn_tài giết người
0.0,tôi đang mất phương hướng là mún quay lại con đường đã chọn bấy lây nay nghỉ làm trưởng phòng bank được nữa năm vì nhìn thấy nhìu cái méo mó cái nghề này kí thì tò treo không kí thì ép nghỉ là mún kinh doanh cùng vợ phát triển việc kd này và đầu tư kd thêm mảng mớisuy nghĩ mãi,tôi đang mất phương_hướng là mún quay lại con đường đã chọn bấy_lây nay nghỉ làm trưởng phòng bank được nữa năm vì nhìn thấy nhìu cái méo_mó cái nghề này kí thì tò_treo không kí thì ép nghỉ là mún kinh_doanh cùng vợ phát_triển việc kd này và đầu_tư kd thêm mảng mớisuy nghĩ mãi
0.0,ai mua account không,ai mua account không
0.0,cám ơn chia sẻ của khánh vy rất nhiều,cám_ơn chia_sẻ của khánh_vy rất nhiều
0.0,nam mô anh di đà phật amonkgod amonkgod amonkgod ala aladi aladdin ala amen jesus alamata tabàha ala amen maria ozawa conan cadiep guardian umpala angela tabaha anan tabaha guardian mọi người minh hoàn ntv đỗ quang thuấn,nam mô anh di_đà phật amonkgod amonkgod amonkgod ala aladi aladdin ala amen jesus alamata tabàha ala amen maria ozawa conan cadiep guardian umpala angela tabaha anan tabaha guardian mọi người_minh hoàn_ntv đỗ_quang thuấn
0.0,cứ chê nga nhưng họ phát triển và thích ứng thực chiến rất nhanh nói về khoa học quân sự thì nga vẫn đứng đầu chứ vũ khí phương tây đắt đỏ mà lại kém thực chiến dễ hư hỏng và bảo trì,cứ chê_nga nhưng họ phát_triển và thích_ứng thực_chiến rất nhanh nói về khoa_học quân_sự thì nga vẫn đứng đầu chứ vũ_khí phương_tây đắt_đỏ mà_lại kém thực_chiến dễ hư_hỏng và bảo_trì
0.0,chiến địa tử thi đó,chiến_địa_tử_thi đó
0.0,ra trường được năm thì trường cũ cháy,ra trường được năm thì trường cũ cháy
0.0,lpv pi,lpv pi
0.0,thế này là đi bơi miễn phí,thế này là đi bơi miễn_phí
0.0,tiểu vy tên tui à ai nói tui dị,tiểu_vy tên tui à ai nói tui dị
0.0,con avater nữ là eva ef gì đó đúng không,con avater nữ là eva ef gì đó đúng không
0.0,ngoai tinh co gi dau nè,ngoai tinh_co gi dau nè
0.0,trong đó có bạn khác trường của tôi,trong đó có bạn khác trường của tôi
0.0,thank anh,thank anh
0.0,chúc bạn được n like nhé,chúc bạn được n like nhé
0.0,có đầu tư,có đầu_tư
0.0,tui chưa thấy lũ lụt ở chô tui bao giờ tại ở vùng cao nguyên,tui chưa thấy lũ_lụt ở chô tui bao_giờ tại ở vùng cao_nguyên
0.0,ra nhiều video hơn đi ạ,ra nhiều video hơn đi ạ
0.0,con kia chắc là rắn hổ hành không có độc nên không sao chứ loại rắn khác thì liệm rồi,con kia chắc là rắn hổ_hành không có độc nên không sao chứ loại rắn khác thì liệm rồi
0.0,tổng thống mỹ không nên nghê ông xelensky của ucarai vì ông ấy là một con rối chỉ diễn cho anh pháp xem là phù hợp thôi,tổng_thống mỹ không nên nghê ông xelensky của ucarai vì ông ấy là một con_rối chỉ diễn cho anh pháp xem là phù_hợp thôi
0.0,thể lực luôn là vấn đề của messi,thể_lực luôn là vấn_đề của messi
0.0,hay quá anh mấy đứa bé bị lợi dụng đó,hay quá anh mấy đứa bé bị lợi_dụng đó
0.0,tôi học lớp chị khác tr,tôi học lớp chị khác tr
0.0,hỏi kinh tế của trt rất khó khăn mà sao đội bóng đá trt mạnh như vậy như vậy bóng đá không cùng với kinh tế của một quốc gia,hỏi kinh_tế của trt rất khó_khăn mà sao đội bóng_đá trt mạnh như_vậy như_vậy bóng_đá không cùng_với kinh_tế của một quốc_gia
0.0,công nghẹ là ung dụng phát minh nhé,công_nghẹ là ung_dụng phát_minh nhé
0.0,minh cũng bị tam ly lo âu,minh cũng bị tam_ly lo_âu
0.0,vợ hải nói truyện còn dễ gần hơn vợ thằng phú lê,vợ hải nói truyện còn dễ gần hơn vợ thằng phú lê
0.0,viết nhạc hay thật sự,viết nhạc hay thật_sự
0.0,tưởng cấp là làm tròn lên,tưởng cấp là làm tròn lên
0.0,có megi không mọi người,có megi không mọi người
0.0,hay vai,hay vai
0.0,rắn said t không cắn những người có tấm lòng nhân hậu,rắn said t không cắn những người có tấm lòng nhân_hậu
0.0,bs china,bs china
0.0,bao nhiêu hộp ạ,bao_nhiêu hộp ạ
0.0,chừng nào hòa thành tây ninh đựơc đi lại tự do giửa các xã vậy ạ đã hết ngày lần rồi chính quyền nên cho người dân câu trả lời đi chứ cứ úp úp mở mở thế này,chừng nào hòa thành tây_ninh được đi_lại tự_do giửa các xã vậy ạ đã hết ngày lần rồi chính_quyền nên cho người_dân câu trả_lời đi chứ cứ úp_úp_mở mở thế_này
0.0,gấu ơi game quy tắc sao chx có link trên android nx mún tải lắm rồi,gấu ơi game quy_tắc sao chx có link trên android nx mún_tải lắm rồi
0.0,các bạn cho tôi hỏi một câu được không ạ đã bao giờ các bạn nghĩ được gì và mất những gì không tất cả những sự tôn trọng tôi vẫn để dành cho những người bấy lâu nay hãy còn rất nhiều vết giầy trên con đường tôi đã đi qua ngay cả những lúc tôi vui chơi nó cũng chỉ là cuộc sống qua ngày phải rồi hãy dành cho tôi tất cả những gì các bạn đã chuẩn bị,các bạn cho tôi hỏi một câu được không ạ đã bao_giờ các bạn nghĩ được gì và mất những gì không tất_cả những sự tôn_trọng tôi vẫn để_dành cho những người bấy_lâu_nay hãy còn rất nhiều vết giầy trên con đường tôi đã đi qua ngay cả những lúc tôi vui_chơi nó cũng chỉ là cuộc_sống qua_ngày phải rồi hãy dành cho tôi tất_cả những gì các bạn đã chuẩn_bị
0.0,cho pháo,cho pháo
0.0,chịu rồi,chịu rồi
0.0,rắn này không có độc nha lấy đâu ra nguy hiểm,rắn này không có độc_nha lấy đâu ra nguy_hiểm
0.0,thằng chồng chắc thương vợ lắm có bồ cũng cùng size với vợ,thằng chồng chắc_thương vợ lắm có bồ cũng cùng size với vợ
0.0,bé nó chx lp nx tr,bé nó chx lp nx tr
0.0,chính xác lúc theo quay đoàn bộ hành thì nịnh bợ tung hô như phật sống bây giờ không được quay thì xuyên tạc vu khống thằng youtuber nào đu trend sư minh tuệ kiếm like kiếm view kiếm tiền youtube đều là những thằng sống hèn,chính_xác lúc theo quay đoàn bộ_hành thì nịnh_bợ tung_hô như phật sống bây_giờ không được quay thì xuyên_tạc vu_khống thằng youtuber nào đu_trend sư minh_tuệ kiếm like kiếm view kiếm tiền youtube đều là những thằng sống hèn
0.0,bọn mazde in chanó lưỡi bò tâm dạ tham lam ác độc hơn trùm phát xít hít le thế giới giờ đã nhận ra bộ mặt ác quỷ của nó rồi,bọn mazde in chanó lưỡi bò_tâm_dạ tham_lam ác_độc hơn trùm phát_xít hít_le thế_giới giờ đã nhận ra bộ_mặt ác_quỷ của nó rồi
0.0,cảm ơn thầy rất nhiều très bonne année beaucoup de santé de bonheurs et de paix à bientôt,cảm_ơn thầy rất nhiều très bonne année beaucoup de santé de bonheurs et de paix à bientôt
0.0,cầu mong em bình an vô sự,cầu_mong em bình_an vô_sự
0.0,về sân nhà ân máu què,về sân_nhà ân_máu què
0.0,thần chết said ủa mình mới ngủ có xíu thôi mà ta chắc diêm vương trừ lương quá,thần chết said ủa mình mới ngủ có xíu thôi mà ta chắc diêm vương_trừ lương quá
0.0,không thích nữa nên mới ngoại tình,không thích nữa nên mới ngoại_tình
0.0,đúng rồi con bé nó còn chưa biết mới có lớp à còn chưa học dấu thập phân nữa nói chi con bé nó không biết là đúng rồi,đúng rồi con_bé nó còn chưa biết mới có lớp à còn chưa học dấu thập_phân nữa nói chi con_bé nó không biết là đúng rồi
0.0,có muộn lắm không,có muộn lắm không
0.0,hòa bình và toàn vẹn lãnh thổ cho ukraine,hòa bình và toàn_vẹn lãnh_thổ cho ukraine
0.0,với khách du lịch việt nam đã thị trường chứng khoán một số loại thuốc nào chữa khỏi hoàn toàn không một cách nhanh,với khách du_lịch việt_nam đã thị_trường_chứng_khoán một_số loại thuốc nào chữa khỏi hoàn_toàn không một_cách nhanh
0.0,thì ra những tiếng thét ấy là tiếng ăn mừng,thì ra những tiếng thét ấy là tiếng ăn_mừng
0.0,nguyên liệu chắc chắn là của thằng bạn tốt trung quốc rồi chứ ai,nguyên_liệu chắc_chắn là của thằng bạn tốt trung_quốc rồi chứ ai
0.0,tao lao,tao lao
0.0,quan trọng là cách thể hiện lối chơi bản lĩnh thi đấu để ra sao thôi chứ như indonesia vào vòng chung kết world cup u thì làm cái túi đựng điểm cho các đội khác lấy,quan_trọng là cách thể_hiện lối chơi bản_lĩnh thi_đấu để ra sao thôi chứ như indonesia vào vòng chung_kết world cup_u thì làm cái túi đựng điểm cho các đội khác lấy
0.0,nếu người tiêu dùng phát hiện thì nói gì nữa,nếu người tiêu_dùng phát_hiện thì nói gì nữa
0.0,bà vợ hiền quá,bà vợ hiền quá
0.0,ê tui chỉ nhìn vào cái vòng tay đầy vàng của bả,ê tui chỉ nhìn vào cái vòng_tay đầy vàng của bả
0.0,anh anh ta là thật sự quen mắt,anh anh ta là thật_sự quen mắt
0.0,rồi xong luông,rồi xong luông
0.0,dua ca gian son dan foi khong vo thuc pham an,dua ca_gian son_dan foi khong vo thuc pham an
0.0,ở cali à,ở cali à
0.0,đắng sớm v anh tối làm tiếp đóaaa,đắng sớm v anh tối làm tiếp đóaaa
0.0,nam mô anh di da phat,nam mô anh di_da phat
0.0,bày đặt à,bày đặt à
0.0,nếu cháy vào ngày thi cuối nămhọc sinh yeaa khỏi thi rồi,nếu cháy vào ngày thi cuối nămhọc_sinh yeaa khỏi thi rồi
0.0,nguyên khối đh quốc gia hcm rv được trg,nguyên khối đh quốc_gia hcm rv được trg
0.0,vụ nay có hoài sao không có luât mới thật nghiêm khắc lũ ác mẫu nầy vô ý làm chết con người ta thì sao đồ khốn,vụ nay có hoài_sao không có luât mới thật nghiêm_khắc lũ ác_mẫu nầy vô_ý làm chết con_người ta thì sao đồ khốn
0.0,ác quá không nên cho người ác làm nghề này,ác quá không nên cho người ác làm nghề này
0.0,haki vũ trang,haki vũ_trang
0.0,phút đã có tận lượt xem,phút đã có tận lượt xem
0.0,máu màu đỏ tươi máu màu xanh tươi,máu màu đỏ tươi_máu màu xanh tươi
6.0,con người có thể sống trong không gian bao lâu,con_người có_thể sống trong không_gian bao_lâu
6.0,u indonesia là con cờ của hàn quốc vì nhất bảng này sẽ gặp bắc tt u hàn quốc vào bán kết né luôn urabêkitan rồi sẽ gặp bắc tt ở chung kết,u indonesia là con cờ của hàn_quốc vì nhất bảng này sẽ gặp bắc tt_u hàn_quốc vào bán kết_né luôn urabêkitan rồi sẽ gặp bắc tt ở chung_kết
6.0,vũ trụ có thể sụp đổ không,vũ_trụ có_thể sụp_đổ không
6.0,tôi hỏi bác sĩ là tôi đi tiểu nhiều thì do nguyên nhân gì ạ,tôi hỏi bác_sĩ là tôi đi tiểu nhiều thì do nguyên_nhân gì ạ
6.0,rất thích câu để xứng với vua quang trung thì phải là ngọc hân công chúa em được học trường lê ngọc hân ạ,rất thích câu để xứng với vua quang_trung thì phải là ngọc hân_công_chúa em được học trường lê_ngọc hân ạ
6.0,trí nhớ có thể lưu trữ bao nhiêu dữ liệu,trí_nhớ có_thể lưu_trữ bao_nhiêu dữ_liệu
6.0,các nhà khoa học phân biệt vi khuẩn và virus như thế nào,các nhà_khoa_học phân_biệt vi_khuẩn và virus như_thế_nào
6.0,giờ từ nước này sang nước khác mà họ không cho đi bộ hành thì đi bằng gì bơi qua biển à,giờ từ nước này sang nước khác mà họ không cho đi bộ_hành thì đi bằng gì bơi qua biển à
6.0,da lam bo me thi bo me hy sinh cho con vo dieu kien bo me la mat trang va mat troi cho con cua minh nhin vao tam giong sang cuab me minh boi vi bo me cho cho du bo me minh co bi do thi van la người tuyet voi nhat doi voi toi cam on chuong trinh cobaiviet rat hay tuyet,da lam_bo me thi bo_me hy_sinh cho con vo dieu kien bo me_la mat_trang va mat troi cho con cua_minh nhin vao tam_giong sang cuab me_minh boi_vi bo_me cho cho du_bo me_minh co_bi do thi van_la người tuyet voi nhat doi_voi toi cam_on chuong trinh_cobaiviet rat hay tuyet
6.0,mình thắc mắc thuốc này có phù hợp với người cao tuổi không,mình thắc_mắc thuốc này có phù_hợp với người cao_tuổi không
6.0,cho hỏi đại học ueh là cái nào v mọi người,cho hỏi đại_học ueh là cái nào v mọi người
6.0,iq ở đâu vậy mọi người,iq ở đâu vậy mọi người
6.0,có thể liên lạc với người thân đã mất bằng cách nào,có_thể liên_lạc với người_thân đã mất bằng cách nào
6.0,dụ ông người yêu mặc váy cho xem miết mà toàn bị chửi biến thái,dụ ông người_yêu mặc váy cho xem miết mà toàn bị chửi biến_thái
6.0,thuốc chống dị ứng này có gây buồn ngủ không,thuốc chống dị_ứng này có gây buồn_ngủ không
6.0,trẻ con mới sinh có mang theo ký ức kiếp trước không,trẻ_con mới sinh có mang theo ký_ức kiếp trước không
6.0,đang dùng thấy ổn không biết có bị gì không,đang dùng thấy ổn không biết có bị gì không
6.0,gê quá,gê quá
6.0,bán đồ ở chợ mà sao luôn vậy,bán đồ ở chợ mà sao luôn vậy
6.0,mơ thấy người thân đã mất có ý nghĩa gì,mơ thấy người_thân đã mất có ý_nghĩa gì
6.0,muốn thử framework mới để build app nhanh hơn,muốn thử framework mới để build app nhanh hơn
6.0,có plugin nào giúp debug code dễ hơn không,có plugin nào giúp debug code dễ hơn không
6.0,mấy bộ như người thân tôi là ma quỷ hay là giống như cái này xem cuốn hơn mấy bộ khác nhiều ý nhưng mà ít lắm,mấy bộ như người_thân tôi là ma_quỷ hay_là giống như cái này xem cuốn hơn mấy bộ khác nhiều ý nhưng_mà ít lắm
6.0,con người có thể sống dưới nước không,con_người có_thể sống dưới nước không
6.0,hóng từ chiều đến h,hóng từ chiều đến h
6.0,không biết trí tuệ nhân tạo có thể sáng tác nhạc hay không,không biết trí_tuệ nhân_tạo có_thể sáng_tác_nhạc hay không
6.0,chắc phải dùng tháng nữa mới biết ra sao,chắc phải dùng tháng nữa mới biết ra sao
6.0,gọi cho lực lượng cứu hộ,gọi cho lực_lượng cứu_hộ
6.0,tuổi thì saoo,tuổi thì saoo
6.0,trí tuệ nhân tạo có thể vượt qua con người không,trí_tuệ nhân_tạo có_thể vượt_qua con_người không
6.0,giấc mơ phản ánh điều gì trong tâm trí,giấc mơ phản_ánh điều gì trong tâm_trí
6.0,làm thế nào để học nhanh một ngôn ngữ mới,làm thế_nào để học nhanh một ngôn_ngữ mới
6.0,con người có thể cảm nhận được hồn ma không,con_người có_thể cảm_nhận được hồn ma không
6.0,đợi mấy chú bt h tui thuộc từ đời nào rồi mê ảnh mà nhạc ảnh ra mà không nghe thử,đợi mấy chú bt h tui thuộc từ đời nào rồi mê_ảnh mà nhạc ảnh ra mà không nghe thử
6.0,hong có trường văn hoá hả,hong có trường văn_hóa hả
6.0,vì sao người ta lại tin vào bói toán,vì sao người ta lại tin vào bói_toán
6.0,tại sao có người nhìn thấy ma còn người khác thì không,tại_sao có người nhìn thấy ma còn người khác thì không
6.0,đơn giản hóa youtuber thì sao,đơn_giản hóa youtuber thì sao
6.0,nuoc my không dai dau quy vi anh tat ca cung vi loi nhuan va quyen loi thoi,nuoc my không dai_dau quy_vi anh tat ca cung_vi_loi nhuan va quyen_loi thoi
6.0,đừng mong mọi thứ theo ý của bạn vì nó là mầm mống của đau khổ và phiền não kkk,đừng mong mọi thứ theo ý của bạn vì nó là mầm_mống của đau_khổ và phiền_não kkk
6.0,tại sao trẻ nhỏ hay nhìn vào một điểm và cười,tại_sao trẻ nhỏ hay nhìn vào một điểm và cười
6.0,sao giờ nhiều người ở không rảnh rỗi thế nhỉ,sao giờ nhiều người ở không rảnh_rỗi thế nhỉ
6.0,có thể học machine learning mà không cần toán cao cấp không,có_thể học machine learning mà không cần_toán cao_cấp không
6.0,đặt tiêu đề lộ rõ sự hèn hạ bú liếm fame quân ngáo,đặt tiêu_đề_lộ rõ sự hèn_hạ bú liếm fame quân ngáo
6.0,cậu vẽ oc cho mình được không ạ cái nhỏ tóc đỏ mà buộc hai bên mình đăng bên cđ ý,cậu vẽ oc cho mình được không ạ cái nhỏ tóc đỏ mà buộc hai bên mình đăng bên cđ_ý
6.0,hóng bữa giờ,hóng bữa giờ
6.0,ê em là không lo xa đang tìm trường đhoc em xem video anh em bcuoi v,ê em là không lo xa đang tìm trường đhoc em xem video anh_em bcuoi v
6.0,tóm tắt đầy đủ tiêu chí dí dỏm nhưng thiếu phần quan trọng đó là phần học phí,tóm_tắt đầy_đủ tiêu_chí dí_dỏm nhưng thiếu phần quan_trọng đó là phần học_phí
6.0,tại sao những giấc mơ lại liên quan đến tương lai,tại_sao những giấc mơ lại liên_quan đến tương_lai
6.0,sân trg xuống đất saan trg trên trời à,sân trg xuống đất saan trg trên trời à
6.0,tùng sẹo không còn viết content cho tên này nữa à,tùng sẹo không còn viết content cho tên này nữa à
6.0,nghe mà điên quá đi,nghe mà điên quá đi
6.0,chồng em bj năm trầm cảm năm khỏi lại bj lại giờ lo sợ muốn chết rồi ai nói gj chồng em không hiểu gj hết bác sỹ tư vấn giup em ạ,chồng em bj năm trầm_cảm năm khỏi lại bj lại giờ lo_sợ muốn chết rồi ai nói gj chồng em không hiểu gj hết bác_sỹ tư_vấn giup em ạ
6.0,người già có thực sự cảm thấy thời gian trôi nhanh hơn không,người già có thực_sự cảm_thấy thời_gian trôi nhanh hơn không
6.0,mua sữa siêu thị có chắc hàng thật,mua sữa siêu_thị có chắc hàng thật
6.0,hgtggg gv nhận hộ của chị còn thiếu một câu nói này nói lên xinh đẹp của chị có thể làm được gì nhiều cho nên em muốn đặt tên là dương tự trọng nói này nói này của anh này em có thể được sử con chị,hgtggg gv nhận hộ của chị còn thiếu một câu nói này nói lên xinh_đẹp của chị có_thể làm được gì nhiều cho_nên em muốn đặt tên là dương tự_trọng nói này nói này của anh này em có_thể được sử con chị
6.0,thuốc này mua ở đâu bs ơi,thuốc này mua ở đâu bs ơi
6.0,trời ơi,trời ơi
6.0,các ban ngành của việt nam nên học hỏi cái gì hay tốt nên làm chứ không nên vì vị nể mà không dám,các ban_ngành của việt_nam nên học_hỏi cái gì hay tốt nên làm chứ không nên vì vị nể mà không dám
6.0,giọng bạn nữ nào v,giọng bạn nữ nào v
6.0,không biết có hư ram không ta haha,không biết có hư_ram không ta haha
6.0,run đi,run đi
6.0,anh hải ơi dạy em các gia vị là lòng lợn với anh ơi,anh hải ơi dạy em các gia_vị là lòng lợn với anh ơi
6.0,muốn tìm hiểu cách ai học từ dữ liệu lớn,muốn tìm_hiểu cách ai học từ dữ_liệu lớn
6.0,cho hỏi con nhỏ cu linh hay ghép vào là ai thế,cho hỏi con_nhỏ cu_linh hay ghép vào là ai thế
6.0,lượt về đá ngày bao nhiêu chủ kênh,lượt về đá ngày bao_nhiêu chủ kênh
6.0,nghe nói python có thể điều khiển robot nghe thú vị ghê,nghe nói python có_thể điều_khiển robot nghe thú_vị ghê
6.0,cosplay lu khack qua thoi gian anh,cosplay lu khack qua thoi_gian anh
6.0,kết mở hả,kết mở hả
6.0,không gian ba chiều có thể gập lại không,không_gian ba chiều có_thể gập lại không
6.0,thực vật có biết cảm nhận không,thực_vật có biết cảm_nhận không
6.0,tại sao con người lại cần ngủ,tại_sao con_người lại cần ngủ
6.0,chị có những cứ lội ngược dòng kịch tính nhưng nạn nhân rt ít các đội bóng anh,chị có những cứ lội ngược dòng kịch_tính nhưng nạn_nhân rt ít các đội bóng anh
6.0,hay that,hay that
6.0,có thể cho em xin địa chỉ cụ thể mới ngày bán được không ạ tại em ở miền nam nên không bit muốn đi thử mà không bit thời gian với địa chỉ,có_thể cho em xin địa_chỉ cụ_thể mới ngày bán được không ạ tại em ở miền nam nên không bit muốn đi thử mà không bit thời_gian với địa_chỉ
6.0,phim thì không đáng sợ chỉ là khúc cuối với tiếng cười ma quái làm cho mình thấy ớn lạnh,phim thì không đáng sợ chỉ là khúc cuối với tiếng cười ma_quái làm cho mình thấy ớn lạnh
6.0,biết ơn thầy ạ,biết ơn thầy ạ
6.0,coing nghệ là ung dung phát minh phải không anh,coing_nghệ là ung_dung phát_minh phải không anh
6.0,tự hỏi tại sao công nghệ nhận diện khuôn mặt lại chính xác như vậy,tự hỏi tại_sao công_nghệ nhận_diện khuôn_mặt lại chính_xác như_vậy
6.0,đọc thành phần thuốc mà không hiểu gì cả,đọc thành_phần thuốc mà không hiểu gì cả
6.0,có ai uống hết không ạ,có ai uống hết không ạ
6.0,hài,hài
6.0,có cách nào tăng tốc độ học máy không,có cách nào tăng tốc_độ học máy không
6.0,cho con xin link bh được không thầy ơi,cho con xin link bh được không thầy ơi
6.0,love have this,love have this
6.0,tại sao lại không công bố hình ảnh của hàn quốc,tại_sao lại không công_bố hình_ảnh của hàn_quốc
6.0,từ live độ mixi qua đây hay quá em chúc thành công hơn nữa em nhé,từ live_độ mixi qua đây hay quá em chúc thành_công hơn_nữa em nhé
6.0,có thật là trẻ em dễ nhìn thấy hồn ma hơn người lớn không,có thật là trẻ_em dễ nhìn thấy hồn ma hơn người_lớn không
6.0,vãi cả bcs,vãi cả bcs
6.0,nếu mà tôi có người bảo vệ như vậy thì không bao giờ sợ mặc dù người đó là ma nhưng mà người ta tốt nhưng mà tôi sẽ không bao giờ làm khách nhưng mà tôi là người trong khu chung cư đấy thì không sao,nếu mà tôi có người bảo_vệ như_vậy thì không bao_giờ sợ mặc_dù người đó là ma nhưng_mà người ta tốt nhưng_mà tôi sẽ không bao_giờ làm khách nhưng_mà tôi là người trong khu chung_cư đấy thì không sao
6.0,tại sao chúng ta lại quên giấc mơ,tại_sao chúng_ta lại quên giấc mơ
6.0,có thể dùng ai để phát hiện gian lận tài chính không,có_thể dùng ai để phát_hiện gian_lận tài_chính không
6.0,có bao nhiêu loại vaccine cúm khác nhau vậy nhỉ,có bao_nhiêu loại vaccine cúm khác nhau vậy nhỉ
6.0,tôi muốn viết thư về chương trình thì gửi về đâu ạ,tôi muốn viết thư về chương_trình thì gửi về đâu ạ
6.0,già đi có làm người ta nhạy cảm hơn với chuyện tâm linh không,già đi có làm người ta nhạy_cảm hơn với chuyện tâm_linh không
6.0,thời gian có thật sự tồn tại không,thời_gian có thật_sự tồn_tại không
6.0,sắp bán kênh rồi à,sắp bán kênh rồi à
6.0,có khách mời mời puka và gin đi được không,có khách mời mời puka và gin đi được không
6.0,trẻ em dưới tuổi có thực sự nhớ kiếp trước không,trẻ_em dưới tuổi có thực_sự nhớ kiếp trước không
6.0,kịch bản lấy từ chatgpt à,kịch_bản lấy từ chatgpt à
6.0,sao câu chuyện đầu tiên không hết vậy gấu,sao câu_chuyện đầu_tiên không hết vậy gấu
6.0,ánh sáng đi bao xa trong một giây,ánh_sáng đi bao xa trong một giây
6.0,ban nay bang tuoi em ne em cung hoc lop nhung em da tuoi lon hon ban nay tuoi,ban nay bang tuoi em ne em cung_hoc lop nhung em da tuoi lon_hon ban nay tuoi
6.0,lon den voi lon rung co gi khac nhau không anh,lon den voi lon rung co_gi khac nhau không anh
6.0,tại sao bầu trời lại có màu xanh,tại_sao bầu_trời lại có màu xanh
6.0,tưởng bà này ở lại lớp,tưởng bà này ở lại lớp
6.0,lâu rồi không thấy người yêu của gấu,lâu rồi không thấy người_yêu của gấu
6.0,thi ch nhâ t quy tă chị trươ người ho chị,thi ch nhâ t quy_tă chị trươ người ho chị
6.0,giọng của cậu có vẻ hơi khàn cậu bị cảm ư,giọng của cậu có_vẻ hơi khàn cậu bị cảm_ư
6.0,bà bầu mà mà mắc phải bệnh trầm cảm thì có sao không bác sĩ,bà bầu mà mà mắc phải bệnh trầm_cảm thì có sao không bác_sĩ
6.0,trung tâm ở đâu ạ,trung_tâm ở đâu ạ
